AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,South Dakota,All,2023-24,3,,4.4,6,0,8,5,11,182,> 100%
State,South Dakota,All,2023-24,4,,9.3,12.1,4,13,8,22,182,> 100%
State,South Dakota,All,2023-24,5,,7.7,9.9,3,11,4,18,182,> 100%
State,South Dakota,All,2023-24,6,,8.1,10.6,5,8,6,17,160,> 100%
State,South Dakota,All,2023-24,7,,9.1,10.7,2,16,5,21,197,> 100%
State,South Dakota,All,2023-24,8,,10,12.4,5,12,5,21,170,> 100%
State,South Dakota,All,2023-24,9,,9.7,10.4,5,10,1,16,154,> 100%
State,South Dakota,All,2023-24,10,,10.5,13.1,2,14,6,20,153,> 100%
State,South Dakota,All,2023-24,11,,7.5,11,3,8,6,16,146,> 100%
State,South Dakota,All,2023-24,12,,6.3,7,0,9,1,10,142,> 100%
State,South Dakota,All,2023-24,13,,8.7,8.7,2,6,1,8,92,94.3%
State,South Dakota,All,2023-24,14,,12.1,12.1,2,5,0,7,58,59.5%
State,Tennessee,All,2023-24,40,,5.8,7.2,1,83,27,104,"1,442",> 100%
State,Tennessee,All,2023-24,41,,6.5,7.3,0,98,20,111,"1,512",> 100%
State,Tennessee,All,2023-24,42,,6.6,8.1,5,93,35,121,"1,489",> 100%
State,Tennessee,All,2023-24,43,,6.6,7.8,2,94,24,113,"1,449",> 100%
State,Tennessee,All,2023-24,44,,6.3,7.6,2,95,35,118,"1,543",> 100%
State,Tennessee,All,2023-24,45,,8.3,9.4,3,126,39,146,"1,553",> 100%
State,Tennessee,All,2023-24,46,,5.8,7,1,87,33,107,"1,527",> 100%
State,Tennessee,All,2023-24,47,,6.9,7.9,6,100,31,122,"1,545",> 100%
State,Tennessee,All,2023-24,48,,7.5,9.3,3,114,44,145,"1,551",> 100%
State,Tennessee,All,2023-24,49,,7.4,9,3,118,46,147,"1,635",> 100%
State,Tennessee,All,2023-24,50,,8,9.6,6,123,50,154,"1,609",> 100%
State,Tennessee,All,2023-24,51,,7.8,10,12,124,57,173,"1,734",> 100%
State,Tennessee,All,2023-24,52,,9.7,12.2,24,144,59,210,"1,725",> 100%
State,Tennessee,All,2023-24,1,,11.5,13.1,31,169,53,228,"1,737",> 100%
State,Tennessee,All,2023-24,2,,10.5,11.9,29,160,59,214,"1,799",> 100%
State,Tennessee,All,2023-24,3,,10.6,12.8,28,148,59,212,"1,660",> 100%
State,Tennessee,All,2023-24,4,,9.6,11.4,20,145,56,195,"1,711",> 100%
State,Tennessee,All,2023-24,5,,8,10.1,11,121,52,166,"1,645",> 100%
State,Tennessee,All,2023-24,6,,7.5,8.9,10,107,37,139,"1,557",> 100%
State,Tennessee,All,2023-24,7,,7.3,8.7,10,104,40,136,"1,561",> 100%
State,Tennessee,All,2023-24,8,,7.2,8.6,9,102,34,133,"1,543",> 100%
State,Tennessee,All,2023-24,9,,8.3,9.6,6,122,41,149,"1,546",> 100%
State,Tennessee,All,2023-24,10,,7.5,8.8,11,106,28,136,"1,553",> 100%
State,Tennessee,All,2023-24,11,,7.2,8.7,6,97,32,125,"1,438",> 100%
State,Tennessee,All,2023-24,12,,6.6,7.6,4,80,25,97,"1,273",> 100%
State,Tennessee,All,2023-24,13,,5.9,6.9,5,56,12,72,"1,041",> 100%
State,Tennessee,All,2023-24,14,,6.4,8.1,1,46,17,59,732,71%
State,Texas,All,2023-24,40,,5.7,6.8,1,239,83,288,"4,227",> 100%
State,Texas,All,2023-24,41,,6.3,7.5,5,258,77,311,"4,169",> 100%
State,Texas,All,2023-24,42,,6.7,7.4,4,283,72,320,"4,311",> 100%
State,Texas,All,2023-24,43,,6.7,7.4,8,273,63,311,"4,199",> 100%
State,Texas,All,2023-24,44,,6.2,7.1,8,253,68,299,"4,220",> 100%
State,Texas,All,2023-24,45,,6.2,7,4,271,76,311,"4,435",> 100%
State,Texas,All,2023-24,46,,6.6,7.6,15,272,71,330,"4,324",> 100%
State,Texas,All,2023-24,47,,6.5,7.3,16,271,71,324,"4,416",> 100%
State,Texas,All,2023-24,48,,6.9,8,14,295,86,356,"4,469",> 100%
State,Texas,All,2023-24,49,,7.1,7.9,17,310,61,362,"4,580",> 100%
State,Texas,All,2023-24,50,,6.6,7.3,22,281,71,339,"4,617",> 100%
State,Texas,All,2023-24,51,,7.6,8.6,45,313,90,403,"4,683",> 100%
State,Texas,All,2023-24,52,,8,9.4,45,335,119,445,"4,733",> 100%
State,Texas,All,2023-24,1,,8.3,9.5,57,354,126,474,"4,968",> 100%
State,Texas,All,2023-24,2,,9,10.4,64,384,150,518,"5,001",> 100%
State,Texas,All,2023-24,3,,8.4,9.8,43,375,148,488,"4,992",> 100%
State,Texas,All,2023-24,4,,8.6,10.3,48,374,140,503,"4,892",> 100%
State,Texas,All,2023-24,5,,8,9.1,47,327,111,426,"4,697",> 100%
State,Texas,All,2023-24,6,,7.8,8.7,43,310,97,394,"4,536",> 100%
State,Texas,All,2023-24,7,,7.8,8.9,36,309,95,390,"4,399",> 100%
State,Texas,All,2023-24,8,,7.5,8.4,28,314,90,384,"4,551",> 100%
State,Texas,All,2023-24,9,,7.6,8.5,21,306,72,363,"4,281",> 100%
State,Texas,All,2023-24,10,,6.5,7.6,14,261,74,319,"4,201",> 100%
State,Texas,All,2023-24,11,,6,6.8,17,222,61,271,"3,958",> 100%
State,Texas,All,2023-24,12,,6.7,7.2,7,215,42,239,"3,334",> 100%
State,Texas,All,2023-24,13,,6.6,6.9,4,171,21,184,"2,664",> 100%
State,Texas,All,2023-24,14,,6.7,7.3,6,75,16,89,"1,218",50.3%
State,Utah,All,2023-24,40,,4.7,5.8,0,20,10,25,429,> 100%
State,Utah,All,2023-24,41,,5.9,6.8,0,25,10,29,426,> 100%
State,Utah,All,2023-24,42,,3.7,4.4,0,15,6,18,405,> 100%
State,Utah,All,2023-24,43,,4.9,5.6,1,20,7,24,428,> 100%
State,Utah,All,2023-24,44,,5.6,6.3,1,23,4,27,429,> 100%
State,Utah,All,2023-24,45,,5,5.7,1,20,11,24,423,> 100%
State,Utah,All,2023-24,46,,4.7,5.8,1,20,10,26,450,> 100%
State,Utah,All,2023-24,47,,6,8.5,0,26,15,37,434,> 100%
State,Utah,All,2023-24,48,,6.4,7.8,0,26,10,32,408,> 100%
State,Utah,All,2023-24,49,,4.5,5.7,2,17,10,24,420,> 100%
State,Utah,All,2023-24,50,,5.5,7,3,21,10,31,440,> 100%
State,Utah,All,2023-24,51,,7,7.6,2,31,8,36,472,> 100%
State,Utah,All,2023-24,52,,6.5,8,4,26,13,37,465,> 100%
State,Utah,All,2023-24,1,,8.6,9.9,10,29,9,45,454,> 100%
State,Utah,All,2023-24,2,,9.6,10.7,6,41,14,52,488,> 100%
State,Utah,All,2023-24,3,,6.6,7.8,8,24,11,38,488,> 100%
State,Utah,All,2023-24,4,,7.2,9.4,6,27,13,43,456,> 100%
State,Utah,All,2023-24,5,,4.4,5.3,2,17,8,23,431,> 100%
State,Utah,All,2023-24,6,,4,4,0,17,1,17,426,> 100%
State,Utah,All,2023-24,7,,3.6,4,4,11,3,17,421,> 100%
State,Utah,All,2023-24,8,,6.2,6.7,3,20,3,25,371,> 100%
State,Utah,All,2023-24,9,,6.9,7.3,2,27,4,31,423,> 100%
State,Utah,All,2023-24,10,,6.8,6.8,3,24,1,27,400,> 100%
State,Utah,All,2023-24,11,,4.4,5.1,2,15,4,20,390,> 100%
State,Utah,All,2023-24,12,,3.9,4.7,0,15,3,18,380,> 100%
State,Utah,All,2023-24,13,,4.9,5.4,1,16,3,19,349,> 100%
State,Utah,All,2023-24,14,,5.9,6.3,0,17,1,18,286,> 100%
State,Vermont,All,2023-24,40,,6.8,8.3,0,9,4,11,133,> 100%
State,Vermont,All,2023-24,41,,6.7,10.5,0,7,6,11,105,> 100%
State,Vermont,All,2023-24,42,,4,7.2,0,5,5,9,125,> 100%
State,Vermont,All,2023-24,43,,10.4,16,1,10,7,17,106,> 100%
State,Vermont,All,2023-24,44,,4.1,7.4,0,5,4,9,121,> 100%
State,Vermont,All,2023-24,45,,2.8,3.5,0,4,2,5,144,> 100%
State,Vermont,All,2023-24,46,,1.5,5.9,0,2,6,8,136,> 100%
State,Vermont,All,2023-24,47,,4.3,5.2,0,5,2,6,115,> 100%
State,Vermont,All,2023-24,48,,5,13.2,0,6,10,16,121,> 100%
State,Vermont,All,2023-24,49,,3.5,4.2,0,5,1,6,144,> 100%
State,Vermont,All,2023-24,50,,5.9,8.9,0,6,4,9,101,> 100%
State,Vermont,All,2023-24,51,,5.4,9.3,0,7,5,12,129,> 100%
State,Vermont,All,2023-24,52,,12.1,16.1,4,11,6,20,124,> 100%
State,Vermont,All,2023-24,1,,9.1,11.6,2,13,6,19,164,> 100%
State,Vermont,All,2023-24,2,,11.4,14.3,3,13,6,20,140,> 100%
State,Vermont,All,2023-24,3,,9.4,13.4,1,13,7,20,149,> 100%
State,Vermont,All,2023-24,4,,7.6,12.7,3,6,7,15,118,> 100%
State,Vermont,All,2023-24,5,,5.6,8,1,6,3,10,125,> 100%
State,Vermont,All,2023-24,6,,9.2,11.3,0,13,7,16,141,> 100%
State,Vermont,All,2023-24,7,,8.5,12.4,0,11,5,16,129,> 100%
State,Vermont,All,2023-24,8,,8.2,9.7,0,11,4,13,134,> 100%
State,Vermont,All,2023-24,9,,9.8,12.5,0,11,3,14,112,> 100%
State,Vermont,All,2023-24,10,,8.7,11.6,2,10,5,16,138,> 100%
State,Vermont,All,2023-24,11,,3.3,4.9,0,4,2,6,123,> 100%
State,Vermont,All,2023-24,12,,9.1,9.9,4,7,1,12,121,> 100%
State,Vermont,All,2023-24,13,,11.3,11.3,3,8,1,11,97,> 100%
State,Vermont,All,2023-24,14,,2.2,2.2,0,1,0,1,46,51%
State,Virginia,All,2023-24,40,,4.5,6.2,0,65,38,90,"1,449",> 100%
State,Virginia,All,2023-24,41,,4.6,6.1,3,64,37,89,"1,450",> 100%
State,Virginia,All,2023-24,42,,6.1,7.7,3,86,35,113,"1,466",> 100%
State,Virginia,All,2023-24,43,,4.7,6.4,0,69,38,95,"1,482",> 100%
State,Virginia,All,2023-24,44,,5.4,6.8,2,81,32,105,"1,538",> 100%
State,Virginia,All,2023-24,45,,4.9,6.5,0,75,38,100,"1,540",> 100%
State,Virginia,All,2023-24,46,,4.7,6.4,2,70,39,97,"1,526",> 100%
State,Virginia,All,2023-24,47,,4.7,6.1,1,69,32,91,"1,494",> 100%
State,Virginia,All,2023-24,48,,6.4,8.2,4,99,53,132,"1,610",> 100%
State,Virginia,All,2023-24,49,,7.1,9.1,1,114,49,148,"1,625",> 100%
State,Virginia,All,2023-24,50,,7,8.8,5,105,48,139,"1,580",> 100%
State,Virginia,All,2023-24,51,,6.9,9.1,12,96,60,143,"1,566",> 100%
State,Virginia,All,2023-24,52,,7.5,10,26,111,75,183,"1,825",> 100%
State,Virginia,All,2023-24,1,,8.8,11.7,27,126,82,204,"1,740",> 100%
State,Virginia,All,2023-24,2,,7.9,10.8,19,124,83,196,"1,816",> 100%
State,Virginia,All,2023-24,3,,6.8,9.2,28,86,64,156,"1,687",> 100%
State,Virginia,All,2023-24,4,,6.8,9.6,13,104,74,164,"1,710",> 100%
State,Virginia,All,2023-24,5,,6.3,7.8,11,88,44,123,"1,572",> 100%
State,Virginia,All,2023-24,6,,6.7,9,12,92,54,139,"1,551",> 100%
State,Virginia,All,2023-24,7,,6.1,7.5,11,84,44,118,"1,563",> 100%
State,Virginia,All,2023-24,8,,5.8,7.2,15,72,36,107,"1,490",> 100%
State,Virginia,All,2023-24,9,,5.1,6.5,6,73,42,101,"1,544",> 100%
State,Virginia,All,2023-24,10,,5.8,7,7,78,30,102,"1,457",> 100%
State,Virginia,All,2023-24,11,,5.6,6.6,5,67,22,85,"1,284",> 100%
State,Virginia,All,2023-24,12,,5.9,6.8,4,76,19,91,"1,345",> 100%
State,Virginia,All,2023-24,13,,4.3,5.1,2,48,17,59,"1,150",> 100%
State,Virginia,All,2023-24,14,,3.9,4.5,3,27,8,35,776,83.9%
State,Washington,All,2023-24,40,,6,7.4,1,75,31,94,"1,273",> 100%
State,Washington,All,2023-24,41,,6.3,7.5,0,78,30,93,"1,236",> 100%
State,Washington,All,2023-24,42,,6.2,7.7,2,78,29,99,"1,283",> 100%
State,Washington,All,2023-24,43,,5.6,7.3,1,65,32,86,"1,183",> 100%
State,Washington,All,2023-24,44,,6.6,7.8,1,86,29,102,"1,312",> 100%
State,Washington,All,2023-24,45,,5.5,6.5,2,65,21,79,"1,221",> 100%
State,Washington,All,2023-24,46,,5.9,6.9,2,76,26,91,"1,314",> 100%
State,Washington,All,2023-24,47,,5.5,6.3,2,69,20,81,"1,286",> 100%
State,Washington,All,2023-24,48,,6.4,7.9,5,77,33,101,"1,283",> 100%
State,Washington,All,2023-24,49,,6.7,8.3,7,87,38,116,"1,393",> 100%
State,Washington,All,2023-24,50,,7.3,8.3,5,87,29,104,"1,256",> 100%
State,Washington,All,2023-24,51,,7.1,8.5,8,85,37,112,"1,315",> 100%
State,Washington,All,2023-24,52,,6.8,8.1,13,79,36,110,"1,352",> 100%
State,Washington,All,2023-24,1,,7.8,9.5,18,88,36,129,"1,357",> 100%
State,Washington,All,2023-24,2,,6.8,8.5,11,80,36,113,"1,337",> 100%
State,Washington,All,2023-24,3,,6.9,9.2,10,87,49,129,"1,402",> 100%
State,Washington,All,2023-24,4,,6.6,7.6,11,82,25,108,"1,419",> 100%
State,Washington,All,2023-24,5,,7.2,8.7,7,84,33,111,"1,271",> 100%
State,Washington,All,2023-24,6,,6,7.2,4,73,31,93,"1,286",> 100%
State,Washington,All,2023-24,7,,6.9,8.4,4,83,34,106,"1,257",> 100%
State,Washington,All,2023-24,8,,6.8,8.4,7,77,31,104,"1,244",> 100%
State,Washington,All,2023-24,9,,5.1,5.8,6,60,20,74,"1,285",> 100%
State,Washington,All,2023-24,10,,6,6.8,2,70,18,82,"1,210",> 100%
State,Washington,All,2023-24,11,,5.8,6.9,2,67,20,82,"1,182",> 100%
State,Washington,All,2023-24,12,,6.1,6.5,3,62,14,70,"1,071",> 100%
State,Washington,All,2023-24,13,,5.4,6,5,40,7,50,830,> 100%
State,Washington,All,2023-24,14,,5.4,6,1,19,4,22,367,48.3%
State,West Virginia,All,2023-24,40,,7.6,8,0,34,6,36,449,> 100%
State,West Virginia,All,2023-24,41,,8.3,9,0,39,10,42,468,> 100%
State,West Virginia,All,2023-24,42,,8.9,10.7,1,38,13,47,440,> 100%
State,West Virginia,All,2023-24,43,,8,10,1,35,12,45,451,> 100%
State,West Virginia,All,2023-24,44,,8.8,10.3,1,40,13,48,467,> 100%
State,West Virginia,All,2023-24,45,,8.3,10.3,0,40,14,50,484,> 100%
State,West Virginia,All,2023-24,46,,6.6,8.8,0,32,15,43,486,> 100%
State,West Virginia,All,2023-24,47,,9.2,11.4,0,42,15,52,457,> 100%
State,West Virginia,All,2023-24,48,,7.6,10.1,0,38,24,50,497,> 100%
State,West Virginia,All,2023-24,49,,6.6,8.9,1,34,17,47,528,> 100%
State,West Virginia,All,2023-24,50,,6.9,9.5,2,35,22,51,537,> 100%
State,West Virginia,All,2023-24,51,,9.7,11.4,3,48,22,60,526,> 100%
State,West Virginia,All,2023-24,52,,8.8,10.9,3,44,14,58,534,> 100%
State,West Virginia,All,2023-24,1,,10.4,13.4,6,46,25,67,500,> 100%
State,West Virginia,All,2023-24,2,,11.3,13.7,7,54,24,74,539,> 100%
State,West Virginia,All,2023-24,3,,11.3,13.5,6,55,19,73,541,> 100%
State,West Virginia,All,2023-24,4,,11.6,14.2,11,47,18,71,499,> 100%
State,West Virginia,All,2023-24,5,,10,11,3,48,13,56,510,> 100%
State,West Virginia,All,2023-24,6,,9,9.4,5,39,4,46,487,> 100%
State,West Virginia,All,2023-24,7,,8.2,9,5,34,8,43,476,> 100%
State,West Virginia,All,2023-24,8,,7.5,8.5,6,31,5,42,494,> 100%
State,West Virginia,All,2023-24,9,,9.8,10.9,8,44,10,58,530,> 100%
State,West Virginia,All,2023-24,10,,10.4,11.3,11,39,8,54,479,> 100%
State,West Virginia,All,2023-24,11,,7.6,8,7,29,4,38,473,> 100%
State,West Virginia,All,2023-24,12,,8.7,10.4,2,35,10,44,424,> 100%
State,West Virginia,All,2023-24,13,,9,9.8,1,32,5,36,367,> 100%
State,West Virginia,All,2023-24,14,,11.4,13,1,28,6,33,254,86.7%
State,Wisconsin,All,2023-24,40,,4.5,5.8,0,47,19,61,"1,045",> 100%
State,Wisconsin,All,2023-24,41,,4.4,5.6,0,49,23,62,"1,102",> 100%
State,Wisconsin,All,2023-24,42,,4.3,5.4,0,47,21,60,"1,101",> 100%
State,Wisconsin,All,2023-24,43,,4.1,5.6,0,46,22,63,"1,132",> 100%
State,Wisconsin,All,2023-24,44,,3.6,5.2,0,41,27,60,"1,145",> 100%
State,Wisconsin,All,2023-24,45,,6.4,8,0,72,28,90,"1,131",> 100%
State,Wisconsin,All,2023-24,46,,4.7,5.5,1,53,18,64,"1,160",> 100%
State,Wisconsin,All,2023-24,47,,5.3,6.9,0,59,27,77,"1,121",> 100%
State,Wisconsin,All,2023-24,48,,4.5,6.3,1,54,32,77,"1,218",> 100%
State,Wisconsin,All,2023-24,49,,6.2,9.2,1,72,45,108,"1,178",> 100%
State,Wisconsin,All,2023-24,50,,5.1,8,0,61,50,95,"1,185",> 100%
State,Wisconsin,All,2023-24,51,,5.8,7.1,5,62,33,82,"1,161",> 100%
State,Wisconsin,All,2023-24,52,,7,9.1,11,71,47,106,"1,169",> 100%
State,Wisconsin,All,2023-24,1,,6.2,9.2,13,60,51,108,"1,173",> 100%
State,Wisconsin,All,2023-24,2,,6.8,9.8,11,74,50,123,"1,258",> 100%
State,Wisconsin,All,2023-24,3,,8.6,10.5,21,84,37,128,"1,219",> 100%
State,Wisconsin,All,2023-24,4,,6.5,8.9,9,69,39,107,"1,197",> 100%
State,Wisconsin,All,2023-24,5,,5.4,6.9,10,53,27,80,"1,160",> 100%
State,Wisconsin,All,2023-24,6,,5.8,7.2,8,61,27,86,"1,200",> 100%
State,Wisconsin,All,2023-24,7,,5.7,7.5,10,54,29,84,"1,124",> 100%
State,Wisconsin,All,2023-24,8,,5.5,6.6,8,56,23,77,"1,158",> 100%
State,Wisconsin,All,2023-24,9,,6.5,7.7,8,68,25,89,"1,162",> 100%
State,Wisconsin,All,2023-24,10,,6.1,6.9,9,58,16,76,"1,102",> 100%
State,Wisconsin,All,2023-24,11,,5.2,6.1,4,49,13,62,"1,012",> 100%
State,Wisconsin,All,2023-24,12,,5.7,6.3,3,50,10,58,924,> 100%
State,Wisconsin,All,2023-24,13,,4.8,5.6,4,36,9,47,842,> 100%
State,Wisconsin,All,2023-24,14,,4.5,5.6,1,21,6,27,485,72.9%
State,Wyoming,All,2023-24,40,,4,5,0,4,3,5,100,> 100%
State,Wyoming,All,2023-24,41,,3.1,4.2,0,3,3,4,96,> 100%
State,Wyoming,All,2023-24,42,,10.1,10.1,0,11,3,11,109,> 100%
State,Wyoming,All,2023-24,43,,9.6,11.7,0,9,4,11,94,> 100%
State,Wyoming,All,2023-24,44,,1.9,5.7,0,2,5,6,105,> 100%
State,Wyoming,All,2023-24,45,,8.4,13.4,0,10,8,16,119,> 100%
State,Wyoming,All,2023-24,46,,5.9,7.6,0,7,4,9,118,> 100%
State,Wyoming,All,2023-24,47,,10.9,11.8,1,11,3,13,110,> 100%
State,Wyoming,All,2023-24,48,,9.4,14.2,0,10,6,15,106,> 100%
State,Wyoming,All,2023-24,49,,8.1,10.1,1,7,3,10,99,> 100%
State,Wyoming,All,2023-24,50,,7.6,9.5,1,7,4,10,105,> 100%
State,Wyoming,All,2023-24,51,,5,5,1,5,4,6,120,> 100%
State,Wyoming,All,2023-24,52,,6.7,9.2,3,5,4,11,120,> 100%
State,Wyoming,All,2023-24,1,,10.6,14.4,2,12,5,19,132,> 100%
State,Wyoming,All,2023-24,2,,11.1,12.6,6,9,6,17,135,> 100%
State,Wyoming,All,2023-24,3,,9,10.8,2,8,5,12,111,> 100%
State,Wyoming,All,2023-24,4,,10.9,14.1,3,11,5,18,128,> 100%
State,Wyoming,All,2023-24,5,,10.9,13.2,4,10,7,17,129,> 100%
State,Wyoming,All,2023-24,6,,5.6,6.5,1,6,4,8,124,> 100%
State,Wyoming,All,2023-24,7,,7.1,9.8,1,7,5,11,112,> 100%
State,Wyoming,All,2023-24,8,,5.8,6.7,0,6,2,7,104,> 100%
State,Wyoming,All,2023-24,9,,3.6,5.5,0,4,2,6,110,> 100%
State,Wyoming,All,2023-24,10,,7.2,9,0,8,4,10,111,> 100%
State,Wyoming,All,2023-24,11,,9.1,10.1,1,8,1,10,99,> 100%
State,Wyoming,All,2023-24,12,,5.6,5.6,1,4,0,5,90,> 100%
State,Wyoming,All,2023-24,13,,5.8,8.1,0,5,2,7,86,> 100%
State,Wyoming,All,2023-24,14,,11.8,11.8,1,3,0,4,34,55.8%
State,New York City,All,2023-24,40,,7.3,9.2,0,78,25,98,"1,067",> 100%
State,New York City,All,2023-24,41,,8.1,10.4,1,89,37,116,"1,113",> 100%
State,New York City,All,2023-24,42,,6.2,7.8,0,68,27,86,"1,098",> 100%
State,New York City,All,2023-24,43,,8.3,9.1,0,88,21,96,"1,057",> 100%
State,New York City,All,2023-24,44,,5.8,7.2,0,60,20,75,"1,043",> 100%
State,New York City,All,2023-24,45,,7.3,8.5,1,78,20,92,"1,082",> 100%
State,New York City,All,2023-24,46,,7.1,8,2,76,15,88,"1,099",> 100%
State,New York City,All,2023-24,47,,6.8,8.1,1,73,18,88,"1,087",> 100%
State,New York City,All,2023-24,48,,8.6,10.3,5,90,27,114,"1,107",> 100%
State,New York City,All,2023-24,49,,9,10.1,2,104,25,119,"1,182",> 100%
State,New York City,All,2023-24,50,,9.2,10.6,10,91,26,117,"1,101",> 100%
State,New York City,All,2023-24,51,,9.5,12.2,15,96,42,142,"1,168",> 100%
State,New York City,All,2023-24,52,,10.6,12.5,20,115,35,159,"1,269",> 100%
State,New York City,All,2023-24,1,,10.7,13.7,22,119,62,181,"1,320",> 100%
State,New York City,All,2023-24,2,,10,13,14,117,65,171,"1,314",> 100%
State,New York City,All,2023-24,3,,10.2,14.4,19,100,78,169,"1,170",> 100%
State,New York City,All,2023-24,4,,11.6,14.2,22,114,61,167,"1,174",> 100%
State,New York City,All,2023-24,5,,10.1,12.9,21,94,52,148,"1,143",> 100%
State,New York City,All,2023-24,6,,8.7,10.7,11,90,33,125,"1,163",> 100%
State,New York City,All,2023-24,7,,9,10.9,10,89,32,121,"1,106",> 100%
State,New York City,All,2023-24,8,,7.6,9.3,8,75,27,101,"1,091",> 100%
State,New York City,All,2023-24,9,,8.9,10.7,6,89,25,114,"1,064",> 100%
State,New York City,All,2023-24,10,,8.9,9.6,6,90,15,104,"1,084",> 100%
State,New York City,All,2023-24,11,,8.1,9.1,8,82,20,102,"1,115",> 100%
State,New York City,All,2023-24,12,,7.1,8.4,5,67,17,85,"1,012",> 100%
State,New York City,All,2023-24,13,,9.3,9.6,4,78,4,85,883,> 100%
State,New York City,All,2023-24,14,,7,7.4,1,51,4,55,740,> 100%
